date,Labour force,Participation rate,Part-time employment,Full-time employment,Employment,Year-ended employment growth,Year-ended employment trend growth,Employment to population ratio,Unemployment,Unemployment rate,Unemployment rate trend,Hours worked,Hours worked trend,Year-ended hours worked trend growth,Average hours worked trend,Job vacancies,Private sector job vacancies,Vacancies to labour force ratio
1979-06-30,6506.0900373,60.6664863,946.2635034,5153.0822697,6099.3457732,1.086112842299,0.9034037259014,56.8737713,406.7442641,6.2517466,6.2502753,947605.740172,927069.8726635,,35.0341995106068,,,
1979-07-31,6505.4210338,60.5922467,948.9974894,5148.4167711,6097.4142605,1.11045306404833,1.09185237693745,56.7920242,408.0067733,6.2717966,6.2232412,922439.605231,927957.3721414,2.22779728266054,34.9930499347707,,,
1979-08-31,6513.2294302,60.5844673,947.9389134,5166.812502,6114.7514154,1.3001377974186,1.34724960648767,56.8779223,398.4780149,6.1179791,6.1967748,929226.852334,928903.5540138,2.28546647721743,34.9412090146093,41.9,30.6,0.643306065739394
1979-09-30,6523.3083564,60.5865895,955.1421757,5161.6239657,6116.7661414,1.42534622612482,1.62997284044248,56.8107437,406.542215,6.2321478,6.1721871,929781.986527,930448.726284,2.37923052673683,34.9010209539295,,,
1979-10-31,6571.5663521,60.9539641,965.9531753,5186.107508,6152.0606833,1.92631407207862,1.89840631866107,57.0628776,419.5056688,6.3836481,6.148687,932709.09676,932560.7317963,2.53723187652917,34.8754344353101,,,
1979-11-30,6578.0399032,60.92144,972.7568118,5207.6426621,6180.3994739,2.526292272814,2.13336707016405,57.2387582,397.6404293,6.0449683,6.1228958,935913.379844,934888.7974478,2.71696690837941,34.8560431972043,38.4,23.6,0.583760520840253
1979-12-31,6587.0181532,60.8998961,972.56754,5211.3143183,6183.8818583,2.16091898966528,2.35204392769268,57.1727227,403.1362949,6.1201637,6.0973551,937943.212184,936988.5859154,2.81728102613394,34.8299021213142,,,
1980-01-31,6610.0753812,61.0401866,987.3662804,5216.3840793,6203.7503598,2.52536616824075,2.5506515113602,57.2880122,406.3250214,6.1470558,6.0847526,941171.886316,938948.0132437,2.78046979908515,34.8048190960111,,,
1980-02-29,6618.8316182,61.0359828,979.3387025,5242.4512918,6221.7899942,2.61173614149963,2.72300482554382,57.3746378,397.041624,5.9986663,6.0897217,940344.925739,941137.6819202,2.6613398384706,34.797303464439,40.6,24.9,0.61340131222497
1980-03-31,6626.1751087,61.0087565,979.9760761,5252.81877,6232.794846,2.92726184586654,2.87673939721846,57.3868117,393.3802627,5.9367623,6.1121368,941918.032423,943872.8565786,2.56690410290317,34.8126145196568,,,
1980-04-30,6653.4361454,61.1774114,985.6089939,5260.9851578,6246.5941516,3.00092063300381,3.02891671421535,57.4365564,406.8419937,6.1147651,6.1468187,939938.851445,946896.2595816,2.54597821585496,34.834285371645,,,
