date,Labour force,Participation rate,Part-time employment,Full-time employment,Employment,Year-ended employment growth,Year-ended employment trend growth,Employment to population ratio,Unemployment,Unemployment rate,Unemployment rate trend,Hours worked,Hours worked trend,Year-ended hours worked trend growth,Average hours worked trend,Job vacancies,Private sector job vacancies,Vacancies to labour force ratio
1980-05-31,6685.4683017,61.3794798,964.4135712,5303.4851223,6267.8986935,3.2565275070786,3.17185436527003,57.545761,417.5696082,6.2459291,6.1767978,947894.718334,950071.0383408,2.63500274230797,34.857538127045,36.7,23.2,0.54895182123095
1980-06-30,6698.9625532,61.4037057,992.4743548,5282.8894569,6275.3638117,2.88585112313862,3.25106354460782,57.5209354,423.5987415,6.3233484,6.1880578,980876.088612,953015.3904399,2.79865828255832,34.8806935256206,,,
1980-07-31,6714.4130555,61.4642057,1011.9893981,5294.5776137,6306.5670118,3.4301876560188,3.2350165142314,57.7307546,407.8460437,6.0741876,6.1751732,955883.226987,955356.9031597,2.95267130159993,34.8973448101138,,,
1980-08-31,6731.3622425,61.5256976,1008.6226645,5306.9440083,6315.5666727,3.2841115469428,3.13671077524964,57.7252615,415.7955697,6.17699,6.1374828,953761.671741,956881.9378676,3.0119794173362,34.8989518550124,37.5,24.5,0.557093774618682
1980-09-30,6730.977719,61.4160971,1021.9773898,5295.6618109,6317.6392008,3.28397481212228,2.97447724663442,57.6446333,413.3385182,6.1408392,6.0810418,957801.729953,957699.2365253,2.92874926597324,34.8855224221194,,,
1980-10-31,6713.4442174,61.1581257,1010.5182204,5296.4229997,6306.9412201,2.51753915920283,2.79116024057118,57.4549652,406.5029974,6.0550588,6.0168508,961123.039985,958044.9009933,2.73270880148602,34.8556027754018,,,
1980-11-30,6721.7920625,61.1237538,1030.5470279,5297.9993175,6328.5463453,2.39704362194755,2.63488962689535,57.5478243,393.2457171,5.8503107,5.9514192,956970.309729,958292.0040887,2.50331448026648,34.811358694583,38.7,25.9,0.575739321302458
1980-12-31,6760.4791426,61.3524547,1024.4723306,5326.9248431,6351.3971737,2.70890225975389,2.53005114888878,57.6399689,409.0819689,6.0510795,5.8850562,958529.704511,958635.9990332,2.31031769684273,34.7552577166564,,,
1981-01-31,6757.0648472,61.2224723,1016.6056056,5340.725877,6357.3314825,2.47561738936495,2.47991254520274,57.600683,399.7333647,5.9157841,5.8125851,956168.980001,959134.9166359,2.14994899690581,34.6927549722085,,,
1981-02-28,6752.0106557,61.0656285,1023.7318316,5349.054738,6372.7865696,2.42689926115731,2.46624123326253,57.6359009,379.2240861,5.6164616,5.7376412,960388.083225,959986.6617648,2.0027866492544,34.6399153373093,37.4,25.3,0.553909078452463
1981-03-31,6765.2534031,61.0620395,1036.4495137,5340.0610878,6376.5106015,2.30579954981565,2.43151946444562,57.5533124,388.7428016,5.7461676,5.6733748,959933.792362,961260.8666392,1.84219833629171,34.6123264699434,,,
1981-04-30,6780.6861824,61.1224549,1024.6897621,5379.3358226,6404.0255848,2.52027631985143,2.34360318666893,57.7271613,376.6605976,5.5549038,5.6334052,976856.447902,962874.0731466,1.68738796920163,34.6109320067182,,,
1981-05-31,6784.2529791,61.0633716,1041.6478448,5363.4442684,6405.0921132,2.18882637401707,2.22204624970588,57.6506391,379.1608659,5.5888374,5.6267723,963145.835522,964462.3765358,1.51476443489247,34.6163562711643,44.0,30.0,0.648560720473561
1981-06-30,6785.4836455,60.9769034,1040.1661174,5380.6395385,6420.8056559,2.31766394051662,2.1233060610817,57.69977,364.6779896,5.3743846,5.6551341,966180.237393,965532.2846017,1.3133989531924,34.6040659593566,,,
1981-07-31,6815.3741215,61.1424617,1035.1194188,5383.3147443,6418.434163,1.7738200670934,2.05203098323208,57.581412,396.9399585,5.8241844,5.710803,968215.578006,966040.0921208,1.1182406204181,34.5780292221973,,,
1981-08-31,6833.9588527,61.2061411,1041.1057029,5393.3357527,6434.4414556,1.8822504623988,1.99910011291387,57.6279928,399.5173971,5.8460609,5.7783707,964466.287101,966046.1717406,0.95771834646836,34.54264349455,44.5,30.1,0.651159905395372
1981-09-30,6857.7907051,61.3165929,1048.207628,5411.0133666,6459.2209947,2.24105539110355,1.95183828237289,57.752918,398.5697104,5.8119258,5.845341,976629.189818,965871.8571839,0.85335983854928,34.5096489211817,,,
1981-10-31,6830.9568674,60.9656249,1039.4191426,5390.3936267,6429.8127693,1.9481955659966,1.8845806570968,57.3854529,401.1440981,5.8724437,5.9086869,965096.896023,965951.9491958,0.82533169314944,34.4932244754718,,,
1981-11-30,6826.0985646,60.8119751,1030.2954088,5386.5671131,6416.8625219,1.3955207370108,1.77653155357982,57.1661954,409.2360427,5.9951675,5.9683156,957311.364204,966429.2693714,0.84914256280768,34.4941571716545,41.7,28.6,0.610890680897216
1981-12-31,6842.422049,60.8470905,1016.1549776,5413.8801064,6430.035084,1.23811986795008,1.62531635232868,57.1798881,412.386965,6.0269151,6.032351,969528.128226,967048.9942296,0.87760059134903,34.4995433444467,,,
1982-01-31,6880.6287511,61.0741917,1034.0008848,5435.0769151,6469.0777999,1.75775508493787,1.43673111192675,57.421162,411.5509512,5.9812986,6.1067868,967098.060224,967329.8977232,0.85441379988993,34.4935944550948,,,
1982-02-28,6884.6464853,61.0009011,1032.6732507,5417.6682157,6450.3414664,1.21696993855025,1.21897389800496,57.1527736,434.3050189,6.3083126,6.1938898,968644.252744,966764.016141,0.70598422312877,34.4643561686842,37.3,24.4,0.541785262026778
1982-03-31,6878.0067448,60.8307262,1039.8934424,5403.212467,6443.1059094,1.04438480639135,0.99324914884085,56.9843599,434.9008353,6.323065,6.2922571,967352.050811,965153.4342374,0.40494393699904,34.4107029730478,,,
1982-04-30,6892.2336331,60.8532556,1052.6531483,5403.0695002,6455.7226485,0.80725885640907,0.75376300174879,56.9991909,436.5109846,6.3333748,6.4012376,960458.863704,962633.1546628,-0.02502076756649,34.3434042113818,,,
1982-05-31,6886.8196871,60.7064302,1046.9004457,5385.8827614,6432.7832071,0.43232936249165,0.4919265162537,56.704157,454.03648,6.5928324,6.5345921,959023.368034,959531.0909378,-0.51129890786538,34.2707761842309,30.3,18.0,0.43997086284626
1982-06-30,6886.8048085,60.6075491,1046.6621742,5374.1187074,6420.7808816,-0.00038584410318,0.21727432497882,56.5062904,466.023927,6.7669106,6.7148544,954947.586446,956399.5117419,-0.94587959464943,34.2024400398052,,,
1982-07-31,6894.1357125,60.5784155,1060.8390698,5359.0524226,6419.8914923,0.02270537116984,-0.03598742677456,56.4112559,474.2442202,6.878951,6.9669758,954620.606698,953461.8330208,-1.30204317632266,34.1400944937095,,,
1982-08-31,6900.1974545,60.5382076,1075.865275,5340.537161,6416.4024361,-0.28035097722896,-0.28480509309988,56.2936794,483.7950184,7.0113214,7.3044841,950014.779062,950242.2554835,-1.63593798302879,34.0745934468702,26.8,16.1,0.388394682568428
1982-09-30,6914.4249605,60.5682307,1067.6014636,5333.1268964,6400.72836,-0.90556794306922,-0.56801564318427,56.0684069,513.6966005,7.4293467,7.7172811,946022.194121,946260.0413374,-2.03047802880191,34.0020751880961,,,
1982-10-31,6982.0357525,61.0831779,1101.0748352,5301.8006713,6402.8755065,-0.4189431911395,-0.90286971876614,56.016325,579.160246,8.2950054,8.16817,952476.153522,941378.4074281,-2.54397144580106,33.9219981433161,,,
1982-11-30,6948.7608226,60.7189644,1077.4318184,5268.2031385,6345.6349569,-1.11000609342818,-1.31030376602197,55.4487905,603.1258657,8.6796176,8.6200368,937731.049692,935924.5180593,-3.15643909791157,33.8488934336107,30.3,20.0,0.436048970076117
1982-12-31,6948.8820289,60.6409857,1097.4423112,5198.1166214,6295.5589326,-2.09137508027942,-1.77020549916111,54.9396144,653.3230963,9.4018447,9.0446006,928482.193114,930521.8576708,-3.77717538374561,33.794670195968,,,
1983-01-31,6941.9877343,60.4759552,1095.804561,5200.7620603,6296.5666212,-2.66670434389685,-2.22185478273683,54.8532921,645.4211131,9.2973531,9.4153044,920048.264913,925694.4899864,-4.30415805763856,33.7590118493666,,,
1983-02-28,6961.7540534,60.5471321,1104.9101722,5184.4448131,6289.3549853,-2.49578230762794,-2.58322643531088,54.6992043,672.3990681,9.658472,9.7233464,921882.91661,921828.8820874,-4.64799406094635,33.7338773789282,29.7,20.1,0.42661662236538
1983-03-31,6947.0592758,60.3156634,1095.2719941,5160.4368676,6255.7088617,-2.90848932696578,-2.79911037783502,54.3132303,691.3504141,9.9516988,9.9670468,924025.932473,919224.1868758,-4.75875086098514,33.7169582258366,,,
1983-04-30,6937.1761348,60.1347824,1065.6692389,5167.2376666,6232.9069055,-3.45144540947359,-2.83848729823309,54.0298377,704.2692293,10.1521025,10.1510671,915364.525298,918193.3670667,-4.61648213349423,33.714941421794,,,
1983-05-31,6984.8696207,60.4519742,1075.9236605,5187.8824974,6263.8061579,-2.62681088045214,-2.72851019058763,54.2113839,721.0634627,10.3232201,10.2818853,917490.141408,918683.2610145,-4.25706163240394,33.732235606193,32.4,22.5,0.46385976774686
1983-06-30,6983.7834447,60.3474651,1080.1559238,5191.0007293,6271.1566531,-2.33031201748026,-2.52635529214199,54.1895965,712.6267915,10.2040219,10.3533603,920432.374419,920641.007551,-3.73886683879341,33.7769829473141,,,
1983-07-31,7014.9723498,60.5293523,1074.1353169,5202.5500718,6276.6853887,-2.23066236823102,-2.25597293356165,54.1589734,738.2869611,10.5244458,10.352199,922690.344905,923904.9503571,-3.09995446488472,33.8453081001559,,,
1983-08-31,6998.1324333,60.29636,1080.945618,5202.0701263,6283.0157443,-2.07883924252537,-1.89900322471995,54.1348685,715.116689,10.218679,10.2764268,930605.131987,928425.8203836,-2.29588138961463,33.9367410033553,33.6,23.6,0.480128095891946
1983-09-30,7045.0254824,60.6118964,1054.6844562,5262.033513,6316.7179692,-1.3125129840692,-1.43180696424302,54.3459007,728.3075132,10.3378975,10.1419969,932452.505509,933882.4526999,-1.30805361071847,34.0447651340282,,,
1983-10-31,7019.8232788,60.3166267,1074.9022389,5242.3656662,6317.2679051,-1.3370180524843,-0.86375245970298,54.2800403,702.5553737,10.0081633,9.9703479,937413.904414,939395.3052806,-0.21065940453404,34.1454706062601,,,
1983-11-30,7033.2278271,60.354622,1091.2853867,5262.9190669,6354.2044535,0.13504553379142,-0.19544024240989,54.5276816,679.0233736,9.6545056,9.787396,947722.449434,944518.4260005,0.91822660645968,34.2265955203639,36.3,26.4,0.51612148635554
1983-12-31,7045.2507675,60.3804051,1104.6210848,5274.34856,6378.9696449,1.32491353338111,0.53883784144872,54.6701294,666.2811226,9.4571669,9.6118808,947578.173249,949395.9560023,2.02833476461735,34.2953429544474,,,
1984-01-31,7049.3061555,60.3090356,1104.5240506,5275.4595994,6379.98365,1.32480181372405,1.2839341040205,54.5827706,669.3225056,9.4948707,9.4656626,957398.580284,954165.2461244,3.0756104142327,34.3561966084475,,,
1984-02-29,7054.0994737,60.2608546,1109.6634119,5282.3764165,6392.0398284,1.63267685382689,1.9752871609023,54.6050965,662.0596453,9.3854594,9.354651,946573.958279,958715.8057055,4.00149358898072,34.4041554540597,44.6,34.5,0.632256465425296
1984-03-31,7101.5289058,60.5763186,1119.7507341,5327.8420639,6447.592798,3.0673412165133,2.5644039849121,54.9982181,653.9361079,9.2083848,9.2687496,957271.384443,962781.251577,4.73845937945117,34.4316558408991,,,
1984-04-30,7121.4054114,60.6574746,1134.7756245,5319.3521673,6454.1277918,3.54924098264313,3.02013341510559,54.9738527,667.2776196,9.3700271,9.1952213,970714.778897,966042.4175982,5.21121718449793,34.4320076736659,,,
1984-05-31,7115.3720149,60.5178428,1140.0652098,5339.4368956,6479.5021054,3.4435284563837,3.3399748018277,55.1096259,635.8699095,8.9365659,9.1188383,970758.439031,968460.4077665,5.41831432707625,34.4106472147674,40.3,29.9,0.566379381367685
1984-06-30,7152.183306,60.7423403,1137.8996705,5363.7028864,6501.602557,3.67469538153038,3.54086560414908,55.2170628,650.5807491,9.0962538,9.0343344,968943.412883,969973.7594886,5.35852210937575,34.3699367769241,,,
1984-07-31,7148.2736851,60.6210926,1152.1027748,5358.4584931,6510.5612679,3.72610485816367,3.61812883198442,55.2129584,637.7124172,8.9212087,8.9447625,969459.093242,970615.9435778,5.05582237681979,34.3149091393472,,,
1984-08-31,7138.1719432,60.4476664,1135.0054943,5373.0028906,6508.008385,3.58096573137057,3.57301773490009,55.1112978,630.1635582,8.8280804,8.8555222,973506.196977,970981.2980458,4.58361634585058,34.2678738028838,48.5,36.0,0.679445667405116
1984-09-30,7163.6859717,60.5758087,1172.0433148,5365.9132665,6537.9565813,3.5024297931101,3.45483248555303,55.2846689,625.7293904,8.7347406,8.7634389,971629.043439,971527.1994668,4.03099412116237,34.2343675633424,,,
1984-10-31,7157.0663197,60.4263615,1162.1217552,5372.5966622,6534.7184174,3.4421606866546,3.32003400783987,55.1719433,622.3479023,8.6955727,8.6780009,972866.235952,972566.6791057,3.53114111158896,34.2152378249322,,,
1984-11-30,7172.5291864,60.4636362,1151.0142135,5398.9765237,6549.9907372,3.08120843659911,3.18735017753358,55.2157052,622.5384492,8.679483,8.6081785,971190.106054,973963.2711238,3.11744528351683,34.2034085063715,49.8,35.9,0.694315752585949
1984-12-31,7164.0880332,60.2987232,1145.0071889,5408.7483462,6553.7555352,2.7400332660266,3.0603923621122,55.1616744,610.332498,8.5193327,8.5551625,976772.047187,975532.765516,2.7529935585313,34.1930500449119,,,
1985-01-31,7175.0545543,60.2903547,1154.4319539,5406.9754147,6561.4073687,2.84363924192814,2.92941975159555,55.1340167,613.6471856,8.552509,8.5208496,977080.263469,977392.2595949,2.43427577820958,34.1909254572044,,,
1985-02-28,7232.8841821,60.6752515,1186.2978074,5439.8231,6626.1209075,3.66207166075485,2.79523358273226,55.585233,606.7632746,8.3889533,8.497825,978824.682701,979530.4780988,2.17109932572594,34.195266274534,60.4,44.3,0.835074895150104
1985-03-31,7227.1969821,60.5259065,1156.9616901,5443.9658774,6600.9275675,2.3781708042661,2.68098166509996,55.2810621,626.2694146,8.6654538,8.477978,979419.682344,981911.2981746,1.98695670135514,34.1989308677917,,,
1985-04-30,7217.5854469,60.3571362,1176.2859393,5434.9108602,6611.1967995,2.43362097508446,2.61797021329795,55.2862046,606.3886475,8.4015444,8.4498686,976175.822275,984508.9414353,1.91156449247973,34.1949832309744,,,
1985-05-31,7253.7521346,60.5713469,1189.3380762,5456.8504748,6646.1885509,2.57251935084772,2.6244323444679,55.4979802,607.5635837,8.3758526,8.4032398,991648.337004,987364.3786472,1.9519611466923,34.1851631987285,68.6,53.0,0.945717453906121
1985-06-30,7284.535722,60.7391758,1193.0992918,5467.0480741,6660.1473659,2.43854968848105,2.7249341797843,55.5329642,624.3883561,8.5714228,8.3352749,989391.387678,990650.694285,2.1317004294324,34.1714513103104,,,
1985-07-31,7291.3120678,60.6989234,1202.8421941,5482.5521862,6685.3943802,2.68537696069318,2.93996016819547,55.6547625,605.9176876,8.3101324,8.2465884,992018.923365,994313.0956606,2.4414550615612,34.1487330750501,,,
1985-08-31,7324.7650916,60.8808011,1206.4747304,5520.9503755,6727.425106,3.37148798864062,3.26392538051237,55.915927,597.3399857,8.1550736,8.1405051,999759.522938,998414.6449611,2.82532186464481,34.1223243297656,67.2,50.4,0.917435564958453
1985-09-30,7365.1380934,61.1186908,1219.9635381,5551.7481856,6771.7117238,3.57535477015236,3.6272135781796,56.1942152,593.4263696,8.0572334,8.0334631,1003028.295102,1003039.1467761,3.24354761519745,34.1076193748623,,,
1985-10-31,7331.6448265,60.7260517,1232.0339346,5524.1671484,6756.201083,3.38932225465534,3.94975071841699,55.9598052,575.4437435,7.8487673,7.9437855,1004327.44316,1008208.08625,3.6646749174127,34.121404638589,,,
1985-11-30,7447.3437542,61.568285,1257.9009279,5597.3391999,6855.2401277,4.6603026286185,4.21103606085427,56.6732773,592.1036264,7.9505344,7.8815495,1016174.27373,1013867.93238,4.09714230908895,34.1660271054642,66.2,48.7,0.888907537840802
1985-12-31,7398.5975149,61.0495615,1231.127141,5591.5113444,6822.6384854,4.10273085036263,4.40373263633567,56.2970329,575.9590295,7.7847055,7.8525841,1016512.037229,1019392.9760846,4.49602638876005,34.2232769804418,,,
1986-01-31,7450.9402625,61.3670311,1240.1950877,5629.0908325,6869.2859202,4.69226393362923,4.52816552236575,56.5764411,581.6543422,7.8064556,7.8514462,1030306.751782,1024437.7589221,4.81336933716858,34.284214977051,,,
1986-02-28,7491.6583306,61.5879418,1237.3786627,5654.7913974,6892.1700601,4.01515692686596,4.5818755831908,56.6596272,599.4882705,8.002077,7.8679893,1024161.252657,1028779.0900138,5.02777739091775,34.3410633446524,64.8,48.5,0.864962030306716
1986-03-31,7496.7961341,61.515,1263.8103261,5638.753158,6902.5634841,4.56959894674682,4.5522580858573,56.6390209,594.23265,7.9264881,7.8992272,1032535.504646,1032237.7955905,5.12536086604343,34.3863921691405,,,
1986-04-30,7569.4162214,62.0045839,1318.4717752,5652.930715,6971.4024902,5.4484188207382,5.07445522630945,57.1059773,598.0137313,7.9003943,7.8516418,1038787.532314,1034652.9887365,5.09330542271111,34.2011177586145,,,
1986-05-31,7558.0724843,61.8061896,1310.5575125,5654.4675506,6965.0250631,4.79728358228453,4.88244189768245,56.9565403,593.0474211,7.8465432,7.9135722,1023743.090562,1036389.0404672,4.9652046276137,34.2121387093886,66.1,47.8,0.874561604659206
1986-06-30,7585.9353751,61.9277004,1318.2482387,5687.1448993,7005.393138,5.18375575092618,4.6078582647197,57.1884502,580.5422371,7.6528761,7.9917173,1042656.765317,1037766.6109771,4.75605750482069,34.2198624258934,,,
1986-07-31,7603.9167321,61.9677175,1335.8816351,5651.6933341,6987.5749691,4.52001141166722,4.24702233097474,56.9448729,616.3417629,8.1055827,8.0820557,1038546.147549,1039000.1938372,4.4942682915094,34.2297247055197,,,
1986-08-31,7594.9401076,61.788652,1300.0580191,5669.1543004,6969.2123196,3.59405284771372,3.82810178226647,56.6980422,625.7277881,8.2387455,8.1758269,1039035.793315,1040245.9402229,4.18977180201818,34.2411844601396,61.1,44.2,0.804482973326666
1986-09-30,7630.491329,61.9708913,1320.5474505,5673.7210964,6994.2685468,3.28656670687557,3.4018633807309,56.80382,636.2227821,8.3379006,8.2549072,1040303.8825,1041444.5281837,3.82890154696753,34.2484800398091,,,
1986-10-31,7654.909729,62.0593994,1331.403425,5687.3906254,7018.7940503,3.88669555677876,3.028748464476,56.9023227,636.1156787,8.3099044,8.3072323,1046342.125436,1042354.3966932,3.38683163812008,34.2399958186652,,,
1986-11-30,7643.9016998,61.8611011,1330.8360411,5677.164027,7008.0000681,2.22836746130515,2.72705253370844,56.714832,635.9016318,8.3190713,8.3336384,1041299.956904,1043263.109088,2.89931023254641,34.2233183550666,66.3,48.8,0.867358092814494
1986-12-31,7665.7162678,61.9274772,1361.6931575,5662.8755564,7024.5687139,2.95970875390976,2.5033984274056,56.7479676,641.1475539,8.363831,8.3422985,1044778.170522,1044286.6502266,2.44200958080116,34.2027808063335,,,
