date,Private dwelling approvals,Private dwelling approvals trend,Private non-residential building approvals,Consumer sentiment,Business conditions,Labour force,Participation rate,Part-time employment,Full-time employment,Employment,Year-ended employment growth,Year-ended employment trend growth,Employment to population ratio,Unemployment,Unemployment rate,Unemployment rate trend,Hours worked,Hours worked trend,Year-ended hours worked trend growth,Average hours worked trend
2017-02-28,18.854,17.282,2613.594,99.6362228991419,7.75230460959523,12767.6145554,64.515877,3835.8846603,8179.2906579,12015.1753182,0.74499970931625,0.85826586839142,60.7137355,752.4392372,5.8933424,5.8009154,1662476.40781,1677863.5687755,1.1711933810263,32.0580813656473
2017-03-31,16.134,17.339,2431.62,99.7107847883027,11.4430643824814,12825.4370216,64.6889928,3823.7717018,8251.9228114,12075.6945132,1.12118818707572,1.0660700234324,60.9074384,749.7425085,5.8457463,5.7715557,1679913.264664,1681603.9887397,1.41351900069007,32.0375785308737
2017-04-30,18.334,17.475,2829.065,99.0364749673705,11.1307864745336,12853.8849951,64.7579916,3873.5160135,8259.4395996,12132.9556131,1.54628330919866,1.33857751515063,61.1259427,720.929382,5.6086497,5.7243474,1666873.689158,1686159.7943379,1.7142429138276,32.0134505348288
2017-05-31,16.915,17.709,4064.336,97.9913732967392,11.9745706764704,12879.2435767,64.8112758,3841.2034149,8323.6509798,12164.8543946,1.86742042971728,1.64053568560725,61.2163073,714.389182,5.5468256,5.6697917,1713933.107112,1691552.3971837,2.0627868758126,31.9981671167514
2017-06-30,18.303,18.16,3275.679,96.233664860039,12.1584700795043,12923.9795533,64.9618505,3811.4755278,8385.8569403,12197.3324682,1.95875050855638,1.95150938169377,61.3093888,726.6470851,5.6224716,5.6153965,1710421.622606,1697550.9047316,2.43219863769089,31.9974348446369
2017-07-31,19.226,18.729,3187.289,96.5959501418526,12.9701769955921,12959.305248,65.0491577,3862.4051268,8370.4478002,12232.852927,1.9742888078626,2.25206942869278,61.4027344,726.452321,5.6056425,5.5651894,1701844.947914,1703794.8442615,2.76980962005255,32.0114270199929
2017-08-31,18.734,19.26,2858.064,95.4539780798354,12.8960710089902,13000.8191498,65.1672387,3867.1597743,8414.7360141,12281.8957884,2.72701597751557,2.52175277390623,61.5636003,718.9233614,5.5298313,5.527682,1705289.172403,1709635.5381932,3.02215873796237,32.0309974596766
2017-09-30,19.76,19.603,4001.791,97.8675383588146,11.3834536649195,13033.8303853,65.2424388,3892.5489803,8429.1231251,12321.6721053,3.17628259262155,2.7604146161164,61.677643,712.1582799,5.4639216,5.508234,1714735.207037,1714676.3897377,3.17920586304006,32.0462997124549
2017-10-31,19.56,19.66,3779.619,101.351293157075,15.6075534230798,13029.4841671,65.1555751,3878.7813029,8446.5631464,12325.3444494,3.0453096804626,2.96781746499881,61.6344358,704.1397177,5.4042026,5.4989009,1717649.246874,1718466.3867937,3.21685701880305,32.044793324378
2017-11-30,23.065,19.537,3314.59,99.6765128629259,10.3697638727675,13081.8784506,65.3523429,3881.7417981,8486.6008693,12368.3426674,3.17859484279848,3.14126265590113,61.7877757,713.5357832,5.4543832,5.4985906,1729475.877701,1721129.7339479,3.16148905758613,32.026095106593
2017-12-31,17.619,19.27,2642.085,103.274843027132,11.2053099178231,13135.8817711,65.5567489,3906.7915988,8491.2898949,12398.0814937,3.16422116571013,3.2563680318818,61.8746369,737.8002774,5.6166787,5.5106127,1721805.981999,1722850.8527299,3.0618173989935,31.9960993959623
2018-01-31,18.12,18.992,2239.743,105.131011626236,15.3398402732999,13164.71579,65.5826708,3954.5036899,8482.9641844,12437.4678743,3.30747157289872,3.27042759142004,61.9597396,727.2479157,5.5242204,5.5263668,1717119.331883,1723842.4565972,2.9359887562609,31.9629551147783
2018-02-28,19.039,18.814,2766.365,102.74516731737,18.3635753540186,13156.1961182,65.4227615,3925.6937036,8496.1705198,12421.8642234,3.38479376646272,3.17371500919164,61.7710966,734.3318949,5.581643,5.5326483,1721887.965448,1724691.5362156,2.79092819652047,31.9391420526138
2018-03-31,19.516,18.744,2387.58,102.956722388443,14.8643721575424,13170.7448846,65.377917,3969.4666076,8472.9223329,12442.3889405,3.03663219452235,2.99207481505315,61.7624499,728.3559441,5.5301044,5.5213701,1723244.701132,1726293.1706621,2.65753305901069,31.9335131666181
2018-04-30,18.573,18.701,2165.75,102.381623286595,17.770938273565,13191.9297893,65.4069536,3945.6096111,8514.9456994,12460.5553105,2.70008156171186,2.7668914662634,61.7807233,731.3744789,5.5441053,5.4906094,1735765.785093,1728771.8425019,2.5271654742979,31.9387722403295
2018-05-31,17.82,18.581,3142.763,101.778241277789,15.5632688661558,13168.0681445,65.2128432,3960.9374383,8491.3758067,12452.3132449,2.36302746399992,2.56781371547778,61.6681765,715.7548996,5.4355346,5.4411803,1729274.891151,1731917.9043964,2.38629954826735,31.9415399893314
2018-06-30,19.007,18.319,2572.173,102.130580705138,11.6877249822647,13228.7347866,65.4373044,3995.0558356,8527.0619818,12522.1178174,2.6627572056985,2.4348908223071,61.9419505,706.6169692,5.341531,5.381566,1737713.227863,1735498.4855747,2.2354310988453,31.9351299067942
2018-07-31,18.675,17.877,4122.211,106.063421304754,10.3238788412246,13223.0245869,65.3105944,3970.062792,8552.8403613,12522.9031534,2.371075889908,2.36610390565368,61.8525847,700.1214335,5.2947148,5.3146388,1738412.482265,1738621.993472,2.0440928864059,31.9107293100186
2018-08-31,16.069,17.284,2860.797,103.632606041082,12.7348898202691,13282.251529,65.5045276,3965.1086213,8620.6461968,12585.7548181,2.47404012324375,2.3494750304966,62.0695913,696.4967109,5.2438151,5.2419137,1740165.784266,1741233.1565434,1.84820785742401,31.8741223262914
2018-09-30,16.655,16.591,2334.62,100.515308151834,11.2064018030897,13267.5111237,65.3336325,3953.9569827,8647.5363103,12601.493293,2.2709676520254,2.35843841383385,62.0539394,666.0178307,5.0199154,5.1706155,1742863.640222,1743513.4406735,1.6817780374413,31.8344514119001
2018-10-31,17.022,15.904,2846.32,101.491614419728,7.93387893847883,13289.5935861,65.368235,3942.6356661,8682.1587423,12624.7944084,2.42954637275534,2.35850175916943,62.0982517,664.7991777,5.0024041,5.1073342,1751421.479042,1746265.5370713,1.61767204125927,31.8128659828188
2018-11-30,15.183,15.348,3042.721,104.34168801093,5.48520505901788,13325.2958555,65.4696727,3978.7293224,8665.7597513,12644.4890737,2.2326872219336,2.33931683920279,62.1247416,680.8067817,5.1091307,5.0602784,1749278.218371,1750189.3823782,1.68840546166404,31.8223987137807
2018-12-31,13.993,15.015,2308.483,104.433525760993,-2.70885311660791,13339.5341321,65.4655437,4008.7407903,8661.4500161,12670.1908065,2.19476951283366,2.33138913836433,62.180652,669.3433256,5.0177414,5.0319824,1746051.832742,1755074.6775867,1.8703780890691,31.8519544226546
2019-01-31,13.641,14.904,2635.686,99.561347401591,4.89248103692941,13390.8438572,65.6041804,3987.2346016,8727.4419442,12714.6765458,2.22881919617102,2.37450922790374,62.2915137,676.1673114,5.049475,5.0271087,1763996.027877,1760225.3033642,2.11056681123973,31.8805480812272
2019-02-28,16.776,14.883,2842.615,103.796476025306,3.06629390620635,13393.9103217,65.5064006,3994.055624,8731.1309767,12725.1866007,2.44184264008143,2.47364689101808,62.2358334,668.723721,4.9927445,5.0460803,1766885.870005,1764489.0182592,2.30751303684864,31.8873612003747
2019-03-31,14.884,14.831,3291.008,98.8230468120427,5.6187221401736,13432.4010677,65.5819108,3976.1475972,8772.7371189,12748.8847161,2.46331935985664,2.5930020478639,62.2447332,683.5163515,5.0885642,5.0834269,1775516.439899,1767145.0370713,2.36645009685879,31.8629956891495
2019-04-30,14.599,14.709,2399.966,100.652779083671,-0.65494300874669,13489.81357,65.7980693,4023.5690616,8762.3047756,12785.8738373,2.61078674821071,2.69253221984784,62.3645248,703.9397327,5.2183059,5.1306518,1769905.799298,1768233.7996031,2.28265848222575,31.8112959412235
2019-05-31,14.379,14.444,3775.231,101.270115371565,0.07193472900678,13492.9742493,65.7494324,4050.1756421,8741.7503233,12791.9259654,2.72730627491315,2.73471002905423,62.3333192,701.0482839,5.1956542,5.1811006,1761802.815444,1768140.1674326,2.09145381223041,31.7415433750688
2019-06-30,14.406,14.092,3419.076,100.657861450469,-0.21141031719132,13515.4208395,65.7947892,4040.8045872,8763.8541727,12804.6587599,2.2563351233399,2.69343872252858,62.3347089,710.7620796,5.2588971,5.2259159,1764136.298722,1767487.1181415,1.84319564855209,31.6707252539015
2019-07-31,13.38,13.894,3579.952,96.5103073468359,-0.94341713560375,13552.2443351,65.8752847,4031.3037099,8805.9730062,12837.2767161,2.51038883595172,2.58021737332867,62.3999419,714.967619,5.27564,5.2547625,1768205.838967,1767434.3848238,1.65719699048914,31.6235954518671
2019-08-31,13.604,13.926,4012.334,99.9570000232976,-1.0224862184819,13597.762589,65.9977499,4081.8696699,8800.9424903,12882.8121602,2.3602663995392,2.41664950924234,62.527685,714.9504288,5.2578534,5.2613611,1772821.015422,1768849.4313456,1.58601820200934,31.6156131481289
2019-09-30,14.789,14.086,2725.312,98.2353367117696,-0.65489756121997,13614.8237879,65.9819309,4069.0131924,8833.8727874,12902.8859798,2.39172199510211,2.23472312144077,62.5316452,711.9378081,5.2291371,5.2473828,1774368.187796,1771347.2446937,1.5964203871837,31.6356929396377
2019-10-31,13.854,14.224,2980.455,92.7935621520259,-0.02830558475645,13573.5399761,65.7020805,4041.4573288,8812.2304857,12853.6878146,1.81304660333879,2.081098591154,62.21767,719.8521615,5.3033487,5.218711,1767614.291181,1774138.1876393,1.59612899506372,31.6617285736501
2019-11-30,14.974,14.351,2919.428,97.0005363657096,-0.81604489924575,13576.4918612,65.6367631,4071.227719,8802.9806407,12874.2083598,1.81675419829976,1.96811109859945,62.2415108,702.2835015,5.1727906,5.1852123,1773276.618943,1775873.0951271,1.46748191981374,31.6661614238728
2019-12-31,15.644,14.444,2455.731,95.1306014779135,-2.66458612775312,13609.795661,65.7181685,4113.1939723,8810.799727,12923.9936994,2.0031497297562,1.86443257916085,62.4066089,685.8019617,5.039032,5.160442,1784928.853631,1775471.549404,1.1621654666767,31.6323627605503
2020-01-31,12.613,14.426,2486.264,93.383086548139,1.07825205952652,13647.4103927,65.7963971,4077.0445416,8854.0399289,12931.0844705,1.70203248128624,1.72248972758813,62.3428727,716.3259222,5.2488047,5.1641854,1779924.196908,1772608.2693465,0.70348755688452,31.5611855903465
2020-02-29,16.403,14.308,3507.319,95.5243734976056,-1.58750616938831,13627.427328,65.5971305,4095.6143403,8835.0472119,12930.6615522,1.6147107146444,1.53147917759264,62.2431713,696.7657758,5.1129664,5.2039418,1770263.321109,1768351.4283636,0.21889680606857,31.4751266054978
2020-03-31,15.069,14.143,2590.972,91.9415485656601,-25.9409528916451,13634.4029891,65.528053,4096.5091931,8829.2085109,12925.717704,1.38704672477497,1.30486686495443,62.1220537,708.685285,5.1977728,5.2764927,1762911.234458,1765074.5698222,-0.1171645340742,31.4157301061693
2020-04-30,14.902,13.978,2607.053,75.6437635906384,-41.2663484636684,13177.2762262,63.3087131,3746.5823909,8600.5202158,12347.1026067,-3.431687471528,-4.10381208855124,59.3202391,830.1736195,6.3000396,6.7353916,1580809.560336,1592661.1255938,-9.92926806674033,29.8788384770555
2020-05-31,13.314,13.893,3037.725,88.0641143398551,-28.3379823336756,12957.4753261,62.2307447,3571.5202244,8480.2058383,12051.7260627,-5.78646174705917,-4.28766646490363,57.8807113,905.7492634,6.9901678,6.8493901,1596779.522918,1595744.9505261,-9.75008769563919,29.9300142437191
2020-06-30,12.428,14.018,2817.76,93.6516092458472,-13.496789160158,13264.28444,63.6817867,3827.6073406,8452.3095135,12279.9168541,-4.09805458809507,-3.54860795304581,58.9558411,984.3675859,7.4211888,6.8819621,1660189.092559,1659559.5395037,-6.10627243220222,30.8308919732
2020-07-31,14.965,14.415,2737.941,87.9215726110369,-5.73366711269131,13413.8379991,64.4093789,3907.0056724,8509.4398939,12416.4455663,-3.27819645168362,-3.45336056072011,59.6201883,997.3924328,7.4355485,6.9321585,1678958.44381,1667868.9735426,-5.63332999154739,30.9095522518314
2020-08-31,14.296,15.037,2021.46,79.5317153023232,-7.92035904563002,13466.9602487,64.6740991,4009.0151822,8542.9954368,12552.010619,-2.56777431112418,-2.47969314800888,60.2801199,914.9496298,6.7940323,6.8895799,1682707.709523,1676466.0566496,-5.22279471948734,30.7263128484333
2020-09-30,15.878,15.735,2048.437,93.846665860335,0.4826116074499,13451.7058384,64.6104598,4010.4780238,8509.2209632,12519.6989871,-2.96977740716219,-2.11893369920492,60.1338981,932.0068514,6.9285402,6.8431319,1682605.855097,1690162.3936262,-4.58322620314564,30.8392202006858
2020-10-31,17.128,16.353,3216.977,105.021205830664,1.75034281000947,13603.4404567,65.3343517,4067.1520052,8590.8307902,12657.9827954,-1.52255929988985,-1.731754743194,60.7935251,945.4576613,6.9501364,6.7522505,1711075.90319,1729773.8514753,-2.50061333852646,31.4140046818342
2020-11-30,17.631,16.86,2400.099,107.664980139566,7.39385978849453,13673.3240071,65.6650578,4081.4171889,8660.5162365,12741.9334254,-1.02744130515265,-1.24778004136904,61.1921281,931.3905817,6.8117349,6.6255855,1747521.679581,1736999.1290793,-2.1890058560191,31.3643453371508
2020-12-31,18.417,17.312,2980.399,112.038540907645,13.9548036596261,13695.9202283,65.7686376,4092.6145688,8705.0125,12797.6270688,-0.97776765866008,-0.94155293009772,61.4549795,898.2931596,6.5588376,6.4438211,1743877.21665,1744255.1456659,-1.75820354590186,31.3715814814988
2021-01-31,16.039,17.757,1623.055,106.98592476936,12.7150555880414,13701.0607644,65.7733991,4071.7528108,8769.4047118,12841.1575226,-0.69543237541408,-0.65821578173477,61.6453422,859.9032418,6.27618,6.2881967,1729851.67071,1751118.9335807,-1.21230032249158,31.3851512543299
2021-02-28,19.81,20.241,2350.515,109.060267897401,18.8899772113451,13694.1565851,65.7203659,4065.0970853,8828.3353445,12893.4324298,-0.28791351664189,-0.370138001505,61.8775674,800.7241553,5.8471958,5.8764171,1748719.442991,1756986.178451,-0.64270312621724,31.3890176655025
2021-03-31,22.412,20.433,3738.171,111.842892288837,23.20682109319,13732.0869443,65.8824517,4156.670992,8796.4369085,12953.1079005,0.21190464720982,-0.07307538039152,62.1451429,778.9790438,5.6726923,5.626501,1796807.41549,1761394.8553605,-0.20847359792118,31.3731626612593
2021-04-30,20.61,20.405,2840.119,118.777301245172,25.0903761923903,13696.6781447,65.681478,4126.8446507,8821.4661289,12948.3107796,4.86922472462294,5.61819472067333,62.0927338,748.367365,5.4638603,5.437861,1765846.982281,1764592.660005,10.7952364535235,31.3433966825228
2021-05-31,21.013,20.068,3265.495,113.125491662859,32.0982367909824,13741.2401457,65.8639948,4136.766036,8902.0805545,13038.8465905,8.19069835029798,5.85916983860715,62.4973085,702.3935552,5.1115732,5.2473122,1799746.902059,1767150.6710897,10.7414233400575,31.3103945835861
2021-06-30,18.972,19.45,2659.262,107.212591756735,23.9817996437973,13749.7784243,65.8737689,4121.8453546,8937.6009134,13059.446268,6.34800237788036,5.07842506365157,62.5664588,690.3321563,5.0206784,5.0716642,1772294.289161,1769264.6714947,6.61049690472737,31.2804147120379
2021-07-31,18.552,18.738,2850.65,108.847040696016,3.96891128727173,13733.647342,65.7752914,4140.2169074,8944.7733712,13084.9902787,5.38434859501598,5.0148644159443,62.6686435,648.6570633,4.7231231,4.8641968,1771840.706482,1761300.2123015,5.601833251952,31.0823177361053
2021-08-31,18.891,18.06,4647.945,104.092711861154,11.294931155824,13572.9812956,64.9848557,4047.7101388,8904.4622754,12952.1724142,3.18802945078993,4.03776151901842,62.0125407,620.8088814,4.5738579,4.7387121,1701236.042519,1720988.4221257,2.65572722450924,30.3181454918856
2021-09-30,18.819,17.566,3268.482,106.225015285251,1.21893886452168,13460.4310889,64.4252276,3892.5161641,8934.431392,12826.9475561,2.45412105607794,3.78664180475063,61.3932058,633.4835328,4.7062648,4.6431016,1722345.760966,1726594.3070584,2.1555273960413,30.35454996232
2021-10-31,15.827,17.189,3342.321,104.641998726868,6.69562647668613,13483.9923434,64.4703251,3878.6362308,8899.1309739,12777.7672048,0.9463151541297,3.58541390833569,61.0936868,706.2251386,5.2375077,4.6158523,1719554.114506,1734404.329083,0.26769265842184,30.4078503697025
2021-11-30,16.328,16.821,3600.2,105.299988652098,9.13204500960023,13782.3444984,65.8277987,4122.7127126,9020.9416749,13143.6543875,3.15274730049369,3.35401842673106,62.7772608,638.6901108,4.634118,4.556782,1789174.405214,1805484.3891392,3.94273427737415,31.5430000960668
2021-12-31,16.726,16.491,2954.613,104.277124222046,8.50643850059423,13807.9024063,65.8808608,4141.2172756,9085.4898834,13226.707159,3.3528097661642,3.37104270541646,63.1078369,581.1952473,4.2091494,4.3047438,1822382.431208,1814242.6480148,4.01245784040274,31.5662414814761
2022-01-31,13.348,16.246,1706.997,102.201640119508,-0.41508281528761,13869.911015,66.0376859,4165.8941726,9126.2167653,13292.1109379,3.51178166381292,3.46805186541985,63.2866531,577.8000771,4.1658528,4.0840442,1740685.657205,1815301.5004791,3.66523173655366,31.4449621811645
2022-02-28,17.668,16.029,3137.38,100.823953334036,8.34764238920883,13928.1204146,66.1757962,4145.1778399,9221.4718925,13366.6497324,3.67021974308621,3.68974263763653,63.5081161,561.4706822,4.0312021,4.0237431,1813310.656298,1821574.7735478,3.67610149066413,31.3848882097589
2022-03-31,14.604,15.804,3186.311,96.6217978187373,13.9312674932578,13943.7868603,66.1116261,4149.4431606,9239.0330902,13388.4762508,3.36111112208983,3.85097633293392,63.478734,555.3106096,3.982495,3.9500668,1812886.297158,1827207.596158,3.73639905880332,31.3385491064762
2022-04-30,15.983,15.636,3094.809,95.7686449467424,16.5408011360165,13989.1652226,66.2210415,4109.352856,9341.1199963,13450.4728523,3.87820528289415,4.02961036731544,63.671013,538.6923703,3.8507828,3.85929,1820781.765639,1833320.5657,3.89483121247967,31.3027886623674
2022-05-31,16.414,15.581,3567.617,90.4075060393947,20.3959071257592,14042.0354308,66.3655229,4099.3622906,9389.4562358,13488.8185264,3.45101027745696,4.20533042543931,63.750907,553.2169044,3.9397202,3.7571088,1846872.270881,1840813.1342681,4.16843138412055,31.2993075927505
2022-06-30,15.822,15.631,3332.511,86.3539684972761,15.0075728241082,14090.6283502,66.4893555,4148.2261269,9434.8761984,13583.1023252,4.00978760089648,4.36839925289645,64.0944958,507.526025,3.6018694,3.6546227,1854003.83276,1850021.5865606,4.56443382197167,31.3391685365908
2022-07-31,14.092,15.762,2927.651,83.7863443172962,19.7798415956233,14078.8228961,66.2808976,4206.3297357,9387.0848256,13593.4145612,3.88555338346428,4.51384054422843,63.995671,485.4083349,3.4477906,3.5646908,1850550.136298,1860155.7551736,5.6126458273076,31.4091013923267
2022-08-31,16.9,15.905,4535.445,81.2436037865938,19.0756618141572,14165.0347747,66.5337941,4166.7430074,9498.6052032,13665.3482106,5.5062253156707,4.61596968620117,64.1867442,499.686564,3.5276056,3.5063749,1872624.991343,1870296.7015044,8.67572828841463,31.4946805116635
2022-09-30,16.91,15.928,3773.692,84.4496431411117,20.7925310627005,14184.4658274,66.4725721,4146.8298969,9526.5693491,13673.399246,6.59901107569012,4.63236607239141,64.077564,511.0665814,3.603002,3.4837238,1876062.514443,1880021.9810706,8.8861450188374,31.5885997158085
2022-10-31,15.178,15.678,3858.59,83.7227154060412,17.90291581383,14200.5125377,66.3946356,4140.4875885,9571.9386873,13712.4262758,7.31472921692369,4.54497191077008,64.1125835,488.0862619,3.4371031,3.4919467,1909067.023294,1889590.6857818,8.94753052080126,31.6883743491048
2022-11-30,14.785,15.152,4817.055,77.9867021805779,18.8464768460983,14283.2663759,66.6282338,4188.9586484,9591.9653588,13780.9240072,4.84849647527297,4.38314750443025,64.2849193,502.3423686,3.5169992,3.5177394,1904231.703807,1899074.9856737,5.18368350884058,31.7849099049557
2022-12-31,16.81,14.477,3287.78,80.2931520351537,10.5395706223396,14281.6386383,66.4680393,4130.9400404,9647.1956179,13778.1356583,4.16905351174108,4.19842065487617,64.1246908,503.5029799,3.5255267,3.5478301,1903253.525821,1908493.0104693,5.1950251835184,31.8681564146865
2023-01-31,12.218,13.877,2377.698,84.2937779140251,18.673575692249,14325.456327,66.4762528,4166.6932385,9634.3354641,13801.0287026,3.82872041226285,4.0349128965585,64.0426841,524.4276244,3.6608092,3.5670835,1919938.641788,1917313.1103955,5.61954088009495,31.9239222304997
2023-02-28,13.336,13.506,3997.851,78.4504851449804,15.4056422993443,14358.0067763,66.4322835,4147.4071794,9692.3169574,13839.7241368,3.5392144918206,3.81714266448139,64.0342696,518.2826395,3.6097116,3.5758967,1922790.420496,1925641.6877122,5.7130190687541,31.9580292872389
2023-03-31,12.996,13.403,4139.682,78.4660155032369,14.0414945039739,14449.213408,66.6591749,4150.4926492,9779.4078396,13929.9004888,4.04395711549064,3.69671159526361,64.2634064,519.3129192,3.5940567,3.5803999,1935298.329272,1933103.6785457,5.7955145660714,31.9728357579391
2023-04-30,13.056,13.433,3512.778,85.8226470155292,13.7447277576206,14465.1787185,66.5879439,4174.5186084,9755.071415,13929.5900234,3.56208422083892,3.56770241775255,64.1224541,535.5886951,3.7026068,3.584336,1952719.735146,1938617.7892984,5.74352492239651,31.9604194723565
2023-05-31,15.618,13.534,3861.092,79.0137234714385,10.4722750872718,14540.2603818,66.7885454,4200.6919404,9818.0738576,14018.765798,3.92878939369523,3.43350076761582,64.3931368,521.4945838,3.586556,3.5914675,1940160.65777,1941422.8193334,5.46550234743421,31.9141977589316
2023-06-30,13.144,13.674,4348.397,79.1542022929849,9.40366555946403,14539.7538822,66.6418454,4193.010877,9835.6419987,14028.6528757,3.28018253733828,3.3095473446731,64.2992531,511.1010065,3.5151971,3.6064058,1943458.913415,1941188.1267448,4.92786359069943,31.8300881745456
2023-07-31,12.704,13.803,3956.783,81.2885649559687,9.32282980004883,14569.2132521,66.6081741,4222.8876437,9805.0737085,14027.9613522,3.19674493147835,3.21319041108374,64.1336547,541.2518999,3.7150386,3.6328092,1943618.14258,1938402.647974,4.20646994655014,31.7113691307439
2023-08-31,13.172,13.848,4785.265,80.9855908897383,12.0246576963682,14639.4702324,66.7607046,4271.7948683,9828.8850046,14100.6798729,3.18566095492774,3.15102633444688,64.3036468,538.7903595,3.6803952,3.6752777,1931451.9187,1933630.6592341,3.38630537490423,31.56651729772
2023-09-30,13.909,13.84,4287.527,79.7406164889749,7.75220454715823,14615.7185519,66.4848543,4311.199195,9783.5840857,14094.7832807,3.0817796446869,3.13099579832854,64.1151928,520.9352712,3.5642125,3.7297715,1923150.3395,1927440.5746013,2.52223612320197,31.4021391318508
2023-10-31,14.36,13.731,4375.103,82.0439196550365,8.61588533861903,14706.8629892,66.7749565,4353.7617909,9797.1528734,14150.9146643,3.19774472934709,3.13059653072534,64.2507319,555.9483249,3.7801965,3.7883838,1925933.30186,1921793.9340093,1.70424465307821,31.2501070087334
2023-11-30,14.5,13.522,3829.083,79.938551434449,7.11782741283283,14781.2566635,66.9880703,4359.8882717,9840.0425704,14199.9308421,3.04048432950568,3.10759733047574,64.3535246,581.3258214,3.9328579,3.843078,1920673.30884,1918723.9416009,1.03465929862845,31.1458866875914
2023-12-31,13.375,13.283,4035.779,82.0690829679926,4.45123423561815,14734.2324098,66.6511497,4397.3251157,9749.6367374,14146.961853,2.67689478349575,3.02771990257409,63.9945975,587.2705568,3.985756,3.8920457,1913359.51298,1919356.6237741,0.56922468383203,31.1077036913833
2024-01-31,12.923,13.051,3544.09,80.9820204679332,5.18492963518289,14748.919213,66.5655212,4392.7066819,9752.859233,14145.5659149,2.49646037063231,2.86949658778426,63.8424385,603.3532981,4.0908306,3.9318803,1914883.24212,1923354.1345822,0.31507760281544,31.131198675654
2024-02-29,12.815,12.993,3046.392,86.0201586598618,6.95158287640723,14806.1138284,66.6716912,4424.0805101,9828.3978827,14252.4783928,2.9823878851926,2.67396040966597,64.1786798,553.6354356,3.7392353,3.9605864,1927104.76709,1929193.758986,0.18446169380661,31.1831544060661
2024-03-31,13.397,13.142,3719.44,84.438131983684,6.36248442501941,14808.0614871,66.5291707,4384.3021388,9846.8017596,14231.1038984,2.1622796935425,2.48133980325727,63.9370347,576.9575887,3.8962398,3.9823178,1952426.45978,1935058.4379766,0.10112025819384,31.230238435068
2024-04-30,13.56,13.403,2930.861,82.4381056379992,5.64196632638793,14874.1743114,66.7467117,4440.6856876,9826.5946992,14267.2803868,2.4242663483471,2.3290752258575,64.023322,606.8939246,4.0801856,4.0055142,1944164.102,1939936.7237225,0.06803478392599,31.2542291661449
2024-05-31,14.584,13.714,4850.457,82.2265272480313,5.77004762290023,14894.3459058,66.757835,4439.6633275,9858.928684,14298.5920116,1.99608309056651,2.22977576593415,64.087611,595.7538942,3.9998661,4.0360519,1938345.6445,1943307.9817117,0.0971021026191,31.2484174758746
2024-06-30,13.004,14.006,3186.626,83.6075084878703,1.19769574497973,14922.0737626,66.8027476,4428.7001408,9892.0653594,14320.7655003,2.08225712895063,2.1825851878515,64.1108266,601.3082623,4.0296561,4.0649479,1942289.48169,1945644.4441833,0.22956648956909,31.221718781086
2024-07-31,14.827,14.298,4685.156,82.72372744171,3.82339773593894,15005.7862171,67.074727,4435.7463597,9940.0210941,14375.7674538,2.47937738683215,2.16029723095568,64.2585909,630.0187633,4.1985055,4.0816105,1947617.25846,1948648.1823556,0.52855552959072,31.2048635231786
2024-08-31,14.111,14.548,3901.657,85.0409325976316,0.68471238344728,15029.0814513,67.0762276,4462.869303,9945.7890456,14408.6583485,2.18413919311722,2.16401001696918,64.30722,620.4231028,4.1281505,4.0799328,1959835.17053,1953613.9898297,1.03346161275262,31.2172017632996
2024-09-30,14.628,14.754,4344.661,84.6295016580129,4.03880790227096,15051.2264334,67.0725978,4467.5713146,9978.1763288,14445.7476433,2.4900302162189,2.18085208506122,64.37441,605.4787901,4.0227871,4.0658992,1962076.1131,1960384.075272,1.7091837281424,31.2571863832113
2024-10-31,15.745,14.898,4416.376,89.8355735260196,3.2638594107776,15060.2267523,67.0213467,4478.1563652,9965.6967677,14443.8531329,2.07010271455474,2.19053440538766,64.2783475,616.3736194,4.0927247,4.0500733,1956978.20357,1967421.5929851,2.37422223935375,31.3062791826147
2024-11-30,14.808,14.959,4093.694,94.6206622259959,-0.1783619519832,15056.0133603,66.9115051,4444.3188088,10018.943718,14463.2625268,1.85445751552022,2.20076923623451,64.2772187,592.7508335,3.9369707,4.0371027,1972686.09814,1972532.2272365,2.80437870550074,31.3298378679379
2024-12-31,15.301,14.952,5019.779,92.7672439317145,1.80126564853781,15115.042487,67.0826466,4514.9989259,9995.8575152,14510.8564411,2.57224548903998,2.20824395789787,64.4011855,604.1860459,3.9972501,4.0262707,1980823.37722,1975188.3374767,2.90887649595915,31.3209454862383
2025-01-31,15.229,14.964,2917.458,92.1407056026904,0.95085137059348,15169.7979374,67.1922881,4523.7450928,10020.295315,14544.0404078,2.81695688456178,2.21493039614145,64.4205913,625.7575296,4.1250222,4.0243921,1979476.91457,1975572.2488159,2.71495058007312,31.2834878532476
2025-02-28,16.551,15.094,3062.391,92.2114993346647,0.0475121748607501,15083.33424,66.6772477,4486.870303,9982.3445441,14469.214847,1.5206930908907,2.1892885835979,63.9624772,614.1193929,4.0715095,4.0379599,1975372.95707,1974973.9618221,2.37302254492895,31.2392209915688
2025-03-31,15.331,15.254,4934.402,95.9001509126772,0.44452606837771,15116.7024092,66.6928985,4521.9938189,9978.2785656,14500.2723845,1.89140974601598,2.11736874213964,63.9732905,616.4300247,4.0778075,4.0645942,1967280.09997,1974595.4599232,2.04319524261718,31.2075541835622
